tipo,numero,titulo,descripcion,comentarios
Pull Request,4690,[18.0][IMP] l10n_es_aeat_mod390: 2025 BOE export format,"Updated according https://sede.agenciatributaria.gob.es/static_files/Sede/Disenyo_registro/DR_300_399/archivos_25/dr390e2025.xlsx

MT-13085 @moduon","Hi @pedrobaeza,
some modules you are maintaining are being modified, check this out! [SEP] This PR has the `approved` label and has been created more than 5 days ago. It should therefore be ready to merge by a maintainer (or a PSC member if the concerned addon has no declared maintainer). 🤖 [SEP] Hey, thanks for contributing! Proceeding to merge this for you.
Prepared branch [18.0-ocabot-merge-pr-4690-by-pedrobaeza-bump-minor](https://github.com/OCA/l10n-spain/commits/18.0-ocabot-merge-pr-4690-by-pedrobaeza-bump-minor), awaiting test results. [SEP] > Técnicamente tiene buena pinta. Ya es probarlo en casos reales a ver si sale algún problema, pero eso se puede hacer en PRs posteriores.

Hemos probado todo lo que hemos podido en el pre-portal de AEAT y ya hemos subido bastantes a producción sin error.
 [SEP] Hi @pedrobaeza,
some modules you are maintaining are being modified, check this out! [SEP] Congratulations, your PR was merged at e58fd456002db3847e57ba475c9bc0728b8ce6b6. Thanks a lot for contributing to OCA. ❤️"
Pull Request,4689,[18.0][IMP] delivery_gls_asm: Fix tests by forcing service to 37 [ECONOMY],"Cuando usamos el servicio por defecto ""COURIER"", GLS devuelve error:
<img width=""638"" height=""213"" alt=""image"" src=""https://github.com/user-attachments/assets/61560e00-de5d-428c-907f-f71ab5d5c0e1"" />

Por lo contrario, el sevicio ""37 - ECONOMY"" sí que funciona

Así que con este cambio podemos volver a habilitar los tests que desactivamos en https://github.com/OCA/l10n-spain/pull/4090","Hi @hildickethan,
some modules you are maintaining are being modified, check this out! [SEP] On my way to merge this fine PR!
Prepared branch [18.0-ocabot-merge-pr-4689-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/18.0-ocabot-merge-pr-4689-by-pedrobaeza-bump-patch), awaiting test results. [SEP] Congratulations, your PR was merged at 31e1f31340496abc952a071f94949a79d4b8873e. Thanks a lot for contributing to OCA. ❤️"
Pull Request,4688,[18.0][MIG] l10n_es_aeat_sii_match: Migration to 18.0,,/ocabot migration l10n_es_aeat_sii_match
Pull Request,4687,[17.0][BKP][IMP] l10n_es_verifactu_oca: Fix report layout conflict with stock picking address,Backport of https://github.com/OCA/l10n-spain/pull/4663,"Hey, thanks for contributing! Proceeding to merge this for you.
Prepared branch [17.0-ocabot-merge-pr-4687-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/17.0-ocabot-merge-pr-4687-by-pedrobaeza-bump-patch), awaiting test results. [SEP] @pedrobaeza your merge command was aborted due to failed check(s), which you can inspect on [this commit of 17.0-ocabot-merge-pr-4687-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/9f2e1a82959ab3a44abdf467b4258b229caf1dc8).

After fixing the problem, you can re-issue a merge command. Please refrain from merging manually as it will most probably make the target branch red. [SEP] /ocabot merge patch [SEP] What a great day to merge this nice PR. Let's do it!
Prepared branch [17.0-ocabot-merge-pr-4687-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/17.0-ocabot-merge-pr-4687-by-pedrobaeza-bump-patch), awaiting test results. [SEP] Congratulations, your PR was merged at 516c0d00c7141e38648441f27faf8b5b9ebd3da3. Thanks a lot for contributing to OCA. ❤️"
Pull Request,4686,[18.0][IMP] delivery_gls_asm: raise UserError when validating picking with a PickUp Service,"Cuando se valida un picking donde el carrier tiene como servicio uno de los ""Pick-up service"" por ejemplo: _RECOGIDA ECONOMY_ , aparece un error 
![Kooha-2025-12-30-13-58-37 (2)](https://github.com/user-attachments/assets/4507340f-5374-49df-95aa-b9cfd7d02d66)

La propuesta es mejorar la visualización del error:
<img width=""1124"" height=""183"" alt=""image"" src=""https://github.com/user-attachments/assets/d644aa38-f356-49b5-b115-459d8543bef3"" />
","Hi @hildickethan,
some modules you are maintaining are being modified, check this out! [SEP] > Entiendo que ocurriría lo mismo si usas la función de `gls_asm_send_pickup` sin que sea de tipo pickup pero como ese proceso es manual y el botón no sale si no es del tipo correcto, ese caso no debería ser un problema

Sí, estoy de acuerdo, crees que deberíamos poner el `UserError` en lugar del `continue`, para ser coherentes? [SEP] > Sí, estoy de acuerdo, crees que deberíamos poner el `UserError` en lugar del `continue`, para ser coherentes?

Si tienes tiempo estaría bien, por coherencia más que otra cosa y vendría bien si algun dia se ejecuta por código en lugar del botón [SEP] > > Sí, estoy de acuerdo, crees que deberíamos poner el `UserError` en lugar del `continue`, para ser coherentes?
> 
> Si tienes tiempo estaría bien, por coherencia más que otra cosa y vendría bien si algun dia se ejecuta por código en lugar del botón

Okay! Ahora he añadido esta parte [SEP] On my way to merge this fine PR!
Prepared branch [18.0-ocabot-merge-pr-4686-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/18.0-ocabot-merge-pr-4686-by-pedrobaeza-bump-patch), awaiting test results. [SEP] Congratulations, your PR was merged at 6309db228e2244365fec56824471fd8fc4102758. Thanks a lot for contributing to OCA. ❤️"
Pull Request,4685,[19.0][MIG] delivery_gls_asm: Migration to 19.0,"Se ha añadido tests. En el modo de pruebas, la cancelación de pickup devuelve el Error Desconocido -204. (Método `_cancel_pickup`) Esto no sé si es debido a estar en modo prueba o también ocurre en entornos de producción.

@ForgeFlow
","/ocabot migration delivery_gls_asm

A revisar CI."
Pull Request,4684,[16.0][IMP] l10n_es_sigaus_stock_picking_report_valued: Remove the SIGAUS total block.,"@HaraldPanten @Jaimermaccione 

- Remove the SIGAUS total block.  Now the stock_picking_report_valued module now includes logic to add totals through the `get_report_valued_total_amount method` (OCA/stock-logistics-reporting#457)

[T-9158]
","@Jaimermaccione Fixed, could you please check again?
Thanks [SEP] @HaraldPanten this PR has passed functional and technical review. Could you please review and merge it?
Thanks [SEP] On my way to merge this fine PR!
Prepared branch [16.0-ocabot-merge-pr-4684-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/16.0-ocabot-merge-pr-4684-by-pedrobaeza-bump-patch), awaiting test results. [SEP] Congratulations, your PR was merged at dfb5e3fb2a006eb6a7cd9f36e530ba77a21fcb45. Thanks a lot for contributing to OCA. ❤️"
Pull Request,4683,[17.0][FIX] l10n_es_atc_mod417: Rectificaciones de compra en la 34 y 35,"Siguiendo el PR https://github.com/OCA/l10n-spain/pull/4454 el modelo 417 debería ser ajustado de igual manera.

@Tecnativa TT59950
@pedrobaeza @sergio-teruel ","Hi @carlos-lopez-tecnativa,
some modules you are maintaining are being modified, check this out! [SEP] Hey, thanks for contributing! Proceeding to merge this for you.
Prepared branch [17.0-ocabot-merge-pr-4683-by-pedrobaeza-bump-minor](https://github.com/OCA/l10n-spain/commits/17.0-ocabot-merge-pr-4683-by-pedrobaeza-bump-minor), awaiting test results. [SEP] Ciertamente, para mi tampoco tiene sentido... [SEP] Congratulations, your PR was merged at 446cd1a464862e154424ae21a9acea9d145ee062. Thanks a lot for contributing to OCA. ❤️"
Pull Request,4682,[14.0][FIX] l10n_es_ticketbai_pos: Fix AttributeError 'bool' object …,…has no attribute 'startswith'.,"Hi @ao-landoo,
some modules you are maintaining are being modified, check this out! [SEP] @luciaavanzosc estoy trabajando en algunos issues en un cliente y veo que hemos enfrentado problemas comunes. En este caso en particular me pregunto desde el punto de vista del diseño ¿es valido que l10n_es_unique_id no tenga ningún valor? @Bilbonet 
"
Pull Request,4680,[19.0][MIG]: l10n_es_aeat_mod303,"- Standard migration to 19.0 module l10n_es_aeat_mod303
- Depends: https://github.com/OCA/l10n-spain/pull/4624

","/ocabot migration l10n_es_aeat_mod303 [SEP] @sbiosca-s73 ¿puedes añadir el siguiente fix?

*  #4748 [SEP] @dalonsod hecho!"
Pull Request,4679,[16.0] [FIX] l10n_es_ticketbai_pos: fix AttributeError when validating payment from pos order to invoice,"## **Análisis del Error de TicketBAI en POS**

### **📋 Escenario Funcional**
- **Instancia:** Configurada con TicketBAI habilitado
- **Configuración de compañía:** Regímen simplificado **NO habilitado**
- **Configuración del POS específico:** Regímen simplificado **SÍ habilitado**
- **Flujo:** Se crea un pedido normal en POS → Se marca para facturar → Error

![Captura del escenario](https://github.com/user-attachments/assets/386de483-b691-4a91-91ca-366d5f96e688)

### **⚠️ Error Encontrado**
```
AttributeError: 'bool' object has no attribute 'startswith'
```
**Traza relevante:**
```python
'bool' object has no attribute 'startswith'
Traceback (most recent call last):
File ""/opt/odoo-server/odoo/http.py"", line 1823, in _serve_db
return service_model.retrying(self._serve_ir_http, self.env)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/service/model.py"", line 152, in retrying
result = func()
^^^^^^
File ""/opt/odoo-server/odoo/http.py"", line 1851, in _serve_ir_http
response = self.dispatcher.dispatch(rule.endpoint, args)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/http.py"", line 2055, in dispatch
result = self.request.registry['ir.http']._dispatch(endpoint)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/addons/base/models/ir_http.py"", line 154, in _dispatch
result = endpoint(**request.params)
^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/http.py"", line 763, in route_wrapper
result = endpoint(self, *args, **params_ok)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/addons/web/controllers/dataset.py"", line 43, in call_kw
return self._call_kw(model, method, args, kwargs)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/addons/web/controllers/dataset.py"", line 34, in _call_kw
return call_kw(Model, method, args, kwargs)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/api.py"", line 480, in call_kw
result = _call_kw_model(method, model, args, kwargs)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/api.py"", line 451, in _call_kw_model
result = method(recs, *args, **kwargs)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/addons/point_of_sale/models/pos_order.py"", line 939, in create_from_ui
order_ids.append(self._process_order(order, draft, False))
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/extra_addons/oca/l10n-spain/l10n_es_ticketbai_pos/models/pos_order.py"", line 200, in _process_order
vals = order.tbai_prepare_invoice_values(pos_order)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/extra_addons/oca/l10n-spain/l10n_es_ticketbai_pos/models/pos_order.py"", line 60, in tbai_prepare_invoice_values
number = self.tbai_get_value_num_factura()
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/extra_addons/oca/l10n-spain/l10n_es_ticketbai_pos/models/pos_order.py"", line 259, in tbai_get_value_num_factura
if invoice_number_prefix and not self.l10n_es_unique_id.startswith(
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'bool' object has no attribute 'startswith'
```
### **🔍 Análisis Técnico**

#### **Problema 1: ✅ Solucionado en este PR**
- Se estaba accediendo a datos de `pos.order` fuera de la clave `data`
- **Ejemplo del código actual sin aplicar este PR:**
  
https://github.com/OCA/l10n-spain/blob/cb464963d188c069c266c54ba6a85309e54870c2/l10n_es_ticketbai_pos/models/pos_order.py#L96-L98

#### **Problema 2: ❌ No resuelto en este PR (Principal preocupación)**
**Situación inconsistente:**
- La orden en POS se marca como `to_invoice` (dentro de `data`)
- Pero la opción `to_invoice` (fuera de `data`) sigue siendo `False`

![Problema 2](https://github.com/user-attachments/assets/ae786ad4-3a93-490b-87ac-466900fdc39b)

Este PR cambiar el código anterior para preguntar directamente por el to_invoice dentro del data y de esta manera ""soluciona"" el issue pero ...

**Punto de verificación:**

https://github.com/OCA/l10n-spain/blob/cb464963d188c069c266c54ba6a85309e54870c2/l10n_es_ticketbai_pos/models/pos_order.py#L199

### **🧪 Limitaciones para Reproducir**
**Como especialista técnico (no funcional):**
- No puedo reproducir el error en Runboat
- Error alternativo: Firma de TicketBAI falla antes del pago (no ocurre en local)
- Dificultad para validar el flujo funcional completo

### **🎯 Resumen del Issue**
1. **Error inmediato:** Atributo booleano donde se espera string (`l10n_es_unique_id`)
2. **Causa raíz:** Discrepancia entre datos dentro/fuera de la clave `data`
3. **PR actual:** Soluciona solo el primer problema de acceso a datos
4. **Problema pendiente:** Inconsistencia en el flag `to_invoice`

### **❓ Preguntas para el Equipo Funcional**
- ¿Es válido tener configuraciones diferentes entre compañía y POS?
- ¿Cuál es el flujo esperado cuando solo el POS tiene régimen simplificado?

**Nota:** Se necesita validación funcional para entender completamente el escenario.","Hi @ao-landoo,
some modules you are maintaining are being modified, check this out! [SEP] @Bilbonet ¿podrías echarle un ojo a esto? ¿reproducirlo en runboat tal vez? [SEP] El segundo commit de este PR tiene como objetivo corregir este error:

```
tbai_datas
Traceback (most recent call last):
File ""/opt/odoo-server/odoo/http.py"", line 1823, in _serve_db
return service_model.retrying(self._serve_ir_http, self.env)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/service/model.py"", line 152, in retrying
result = func()
^^^^^^
File ""/opt/odoo-server/odoo/http.py"", line 1851, in _serve_ir_http
response = self.dispatcher.dispatch(rule.endpoint, args)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/http.py"", line 2055, in dispatch
result = self.request.registry['ir.http']._dispatch(endpoint)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/addons/base/models/ir_http.py"", line 154, in _dispatch
result = endpoint(**request.params)
^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/http.py"", line 763, in route_wrapper
result = endpoint(self, *args, **params_ok)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/addons/web/controllers/dataset.py"", line 43, in call_kw
return self._call_kw(model, method, args, kwargs)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/addons/web/controllers/dataset.py"", line 34, in _call_kw
return call_kw(Model, method, args, kwargs)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/api.py"", line 480, in call_kw
result = _call_kw_model(method, model, args, kwargs)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/odoo/api.py"", line 451, in _call_kw_model
result = method(recs, *args, **kwargs)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/addons/point_of_sale/models/pos_order.py"", line 939, in create_from_ui
order_ids.append(self._process_order(order, draft, False))
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/extra_addons/oca/l10n-spain/l10n_es_ticketbai_pos/models/pos_order.py"", line 201, in _process_order
vals = order.tbai_prepare_invoice_values(pos_order)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File ""/opt/odoo-server/extra_addons/oca/l10n-spain/l10n_es_ticketbai_pos/models/pos_order.py"", line 107, in tbai_prepare_invoice_values
datas = base64.b64encode(order_data[""tbai_datas""].encode(""utf-8""))
~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'tbai_datas'
```

**Posible causa principal:**  
Probablemente se debía a una condición de carrera en el código JavaScript y/o a una interrupción en la cadena de Promesas y/o a excepciones ocultas durante el proceso de generación de facturas simplificadas.  

Este problema fue particularmente difícil de abordar debido a su naturaleza intermitente, ya que ocurre de forma aleatoria y parece estar relacionado con latencias de red u otros factores de sincronización. [SEP] Buenas @rrebollo 

A que te refieres con activar ""Régimen simplificado"" en el POS?
En la configuración de la compañía si veo el check en el apartado TicketBai, pero en el POS no lo veo.

 [SEP] > A que te refieres con activar ""Régimen simplificado"" en el POS? En la configuración de la compañía si veo el check en el apartado TicketBai, pero en el POS no lo veo.

A esto:

<img width=""1354"" height=""819"" alt=""image"" src=""https://github.com/user-attachments/assets/b72b5282-49fa-4ca9-acf8-a6321768f7b5"" />

 [SEP] Sobre la discrepancia entre el valor de `to_invoice` como option y el que figura en el json de pos order, entiendo que puede tratarse de una variación en el código que no se manejó previamente. Todas las pruebas de la función `create_from_ui` de `pos.order` —que simulan la llamada desde el servicio RPC de JavaScript— pasan el mismo valor tanto en el option como en el JSON de pos order; normalmente asignan el mismo parámetro.

Adicionalmente, al realizar pruebas en un entorno Runbot ([runbot.com](https://runbot.com/)) con una versión vanilla de Odoo 16 CE, observé que, aunque en la interfaz del POS se seleccione la opción “Facturar”, el valor de `to_invoice` en options permanece en `false`.

Dada esta situación, el enfoque adoptado en este PR para resolver el problema resulta legítimo y adecuado. [SEP] Estoy trabajando en un set de pruebas js [SEP] /ocabot merge patch [SEP] What a great day to merge this nice PR. Let's do it!
Prepared branch [16.0-ocabot-merge-pr-4679-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/16.0-ocabot-merge-pr-4679-by-pedrobaeza-bump-patch), awaiting test results. [SEP] This PR has the `approved` label and has been created more than 5 days ago. It should therefore be ready to merge by a maintainer (or a PSC member if the concerned addon has no declared maintainer). 🤖 [SEP] /ocabot merge patch [SEP] What a great day to merge this nice PR. Let's do it!
Prepared branch [16.0-ocabot-merge-pr-4679-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/16.0-ocabot-merge-pr-4679-by-pedrobaeza-bump-patch), awaiting test results. [SEP] Congratulations, your PR was merged at c2bca315ce4639d63faa0c2b788fcf8215cf93ab. Thanks a lot for contributing to OCA. ❤️"
Pull Request,4676,[19.0][MIG] l10n_es_aeat_mod115: Migration to 19.0,Migración standart,/ocabot migration l10n_es_aeat_mod115
Pull Request,4675,[19.0][MIG] l10n_es_aeat_mod111: Migration to 19.0,Migración standard.,/ocabot migration l10n_es_aeat_mod111
Pull Request,4674,[17.0][IMP] l10n_es_vat_book: tax group compatibility,"Solution to issue https://github.com/OCA/l10n-spain/issues/4652 . 
**Dado que el módulo se va a refactorizar, se deja este PR en Draft, para el resto de casos que se necesite utilizar el libro de IVA con impuestos agrupados (DUA). Actualmente esta solución es viable, pero se debería de realizar más optima, esto se realizará en la refactorización. Por el momento, este PR no se mergeará para no relentizar el cálculo del libro de IVA.**","@HaraldPanten could u review please? [SEP] Probado en local y funciona correctamente. Se resuelve el error y no hay discrepancias con los resultados (tampoco con prorrata, etc.).

También probado en runboat y se resuelve el error con los grupos de impuestos.

@pedrobaeza Al margen de ajustes que queremos hacer y añadir tests, te cuadra el enfoque planteado? Sin este parche (o uno equivalente) actualmente no es posible generar el libro de IVA en instancias que utilicen DUA y tengan facturas del transitario con el grupo de impuestos aplicado.

Gracias. [SEP] En general, utilizar un enfoque con `try` + `except` no suele ser la mejor de las soluciones, ya que ese error puede ser causado por varias razones (aunque se limite la excepción a capturar), y luego, el código del `except` no asegura tampoco que vaya a salir bien. ¿No se puede detectar de otra forma la estructura? ¿Puedes resumir por aquí cómo sale de una y otra forma para ver si tenemos una mejor forma? [SEP] > En general, utilizar un enfoque con `try` + `except` no suele ser la mejor de las soluciones, ya que ese error puede ser causado por varias razones (aunque se limite la excepción a capturar), y luego, el código del `except` no asegura tampoco que vaya a salir bien. ¿No se puede detectar de otra forma la estructura? ¿Puedes resumir por aquí cómo sale de una y otra forma para ver si tenemos una mejor forma?

Cambiado con detección de longitud. Si ""res"" con la devolución de la llamada ""_process_aeat_tax_base_info"" tiene más de longitud 1 es que se está haciendo un grupo de impuestos.  [SEP] > Uhm, sigue sin convencerme demasiado... ¿No habría que mirar `si tax es de tipo grupo`, y si es el caso, entonces buscar `res[tax.child_ids]` (en seudocódigo)?

Pongo un ejemplo:
Impuesto: DUA --> account.tax(157,) 
Impuestos hijos: account.tax(9, 154)
res después de la llamada a ""_process_aeat_tax_base_info"" -> {account.tax(9,): {'tax': account.tax(9,), 'base': 5691.03, 'amount': 0, 'deductible_amount': 0}, account.tax(154,): {'tax': account.tax(154,), 'base': 5691.03, 'amount': 0, 'deductible_amount': 0}} 

1) Se puede comprobar si el ""account.tax(157,) / Tax"" de esa iteración es grupo de impuesto y entonces que haga esa ""excepción"" (sin problema).

2) Búsqueda  res[tax.child_ids], se podría realizar, pero solamente con que cojamos la base de uno de ellos ya es suficiente, el resto se pueden ignorar.

¿Te va bien con ese enfoque?  [SEP] Vale, entonces podría ser `if is_group(tax): list(res.values())[0][""base""]` [SEP] @pedrobaeza @HaraldPanten sabéis si hay algún problema con los runboats?
`Error: Docker login for 'ghcr.io' failed with exit code 1`

Ya he subido el cambio el cambio según lo que se habló ayer 😸 a ver que os parece. [SEP] > @pedrobaeza @HaraldPanten sabéis si hay algún problema con los runboats? `Error: Docker login for 'ghcr.io' failed with exit code 1`
> 
> Ya he subido el cambio el cambio según lo que se habló ayer 😸 a ver que os parece.

A nivel funcional, el runboat no me ha dado problemas. A priori funciona con normalidad.

Pedro, ya nos das feedback sobre el planteamiento técnico. A nivel funcional querré hacer algunas pruebas más; eso sí.

Gracias. [SEP] Vale @pedrobaeza  te comento...

Lo que hemos hecho ha sido compatibilizar el grupo de impuestos para sacar el libro de IVA. El desglose en dos líneas no es correcto, como bien dices. A mi entender, debería comportarse como en las versiones antiguas. Una línea con la base y la cuota según la revalorización. Al final es coger la base y la cutoa donde se aplica el impuesto de importaciones.

De todas formas, eso no lo hemos cambiado. Nosotros lo que hemos hecho ha sido compatibilizar el libro de IVA, tal y como estaba, con los grupos de impuestos. Habría que hacer un FIX para que apareciera la base y la cuota en una sola línea, como había funcionado hasta la V16. Adjunto captura.

<img width=""1502"" height=""272"" alt=""Captura de pantalla 2025-12-22 a las 14 38 57"" src=""https://github.com/user-attachments/assets/e193d61d-9f17-4cbd-9148-6a1061c3a0a6"" />

Hacemos FIX en este mismo PR en commit por separado? [SEP] Podéis ponerlo en este PR. [SEP] ¿Alguna novedad? [SEP] > ¿Alguna novedad?

Mi idea es continuarlo el viernes/lunes a más tardar, que entre fiestas y cierres.... 😅 . [SEP] @pedrobaeza @HaraldPanten indicado en la cabecera del PR y puesto en estado draft como comentamos ayer :) . [SEP] Este PR no debe ser fusionado. Es un parche circunstancial que dejamos abierto (en Draft) por si el resto de usuarios se encuentran con el mismo problema. Esto permite extraerlo, pero no es una solución definitiva. Hasta el refactoring del módulo puede utilizarse como parche temporal."
Pull Request,4673,[18.0][IMP] l10n_es_vat_book: improve search for Ram consume,"The invoice search in the vat book calculation has been modified to optimize performance on large databases.

This change avoids unnecessary prefetch and significantly improving the action's speed and memory consumption.

","Hola, veo que estáis haciendo esto en varios sitios, pero no tengo claro que mejore velocidad en general, ya que si no se hace prefetch, luego tendrá que obtener los datos ""por trozos"", y realmente Odoo ya lleva una gestión para hacer un prefetch inteligente. [SEP] @pedrobaeza con las pruebas realizadas hemos comprobado que con el prefetch, el consumo de la ram era exponencial al calcular el libro de iva de una empresa con muchas facturas, después de añadir dicho cambio el proceso acabo sin problema. [SEP] Ya, ¿pero y tiempos? ¿Esa instancia tiene modificaciones severas sobre `account.move` y `account.move.line`? Algo intermedio es hacer prefetch solo de los campos necesarios para el proceso. [SEP] > Algo intermedio es hacer prefetch solo de los campos necesarios para el proceso.

Esta es la solución ideal, el problema será que el prefetch estará calculando computes complejos que luego no se usan aquí [SEP] Bueno, en el ORM se difieren la obtención de los campos calculados hasta que se usen por primera vez, por lo que eso no debería ser."
Pull Request,4672,[17.0][FIX] l10n_es_partner: Force context to calculate complete_name with comercial,"bp https://github.com/OCA/l10n-spain/pull/4658/

complete_name is the field used to sort res.partner, but when calculated without context, the stored value ignored the sales rep name, producing an inconsistent visual order in the tree views when sorting by contact. The context is forced during the compute to include the sales rep in companies and contacts. In addition, a migration script is added to recalculate the affected records as it is a stored field.

@Tecnativa TT59646

@victoralmau @pedrobaeza please review","Hi @pedrobaeza,
some modules you are maintaining are being modified, check this out! [SEP] What a great day to merge this nice PR. Let's do it!
Prepared branch [17.0-ocabot-merge-pr-4672-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/17.0-ocabot-merge-pr-4672-by-pedrobaeza-bump-patch), awaiting test results. [SEP] Congratulations, your PR was merged at 393a220daebf4090131f7b4464a393111a51eded. Thanks a lot for contributing to OCA. ❤️"
Pull Request,4671,[18.0][FIX] l10n_es_aeat_mod390: Calculate casilla 662,"FW-port of https://github.com/OCA/l10n-spain/pull/4617

En la casilla 662 se deben incluir las cuotas a compensar generadas en este año que no se hayan aplicado en el año.
image
https://sede.agenciatributaria.gob.es/static_files/Sede/Procedimiento_ayuda/G412/instr390.pdf

Antes del fix sólo se recogía la casilla 87 del último periodo lo que no recogía todos los casos, como que el contenido de la casilla 87 proveniera integra o parcialmente de años anteriores.

¿@ArantxaSudon @pedrobaeza @LauraCForgeFlow podéis revisar por favor?

@moduon MT-8899","Hi @pedrobaeza,
some modules you are maintaining are being modified, check this out! [SEP] @pedrobaeza ya que fusionas para 16 y 17, que no se te pase 18. Gracias. 😊 [SEP] > Aplica los comentarios de la 16 aquí.

Es verdad, se me olvidarón. Ya está, gracias por recordarlo. [SEP] On my way to merge this fine PR!
Prepared branch [18.0-ocabot-merge-pr-4671-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/18.0-ocabot-merge-pr-4671-by-pedrobaeza-bump-patch), awaiting test results. [SEP] @pedrobaeza your merge command was aborted due to failed check(s), which you can inspect on [this commit of 18.0-ocabot-merge-pr-4671-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/f6fef01498a0bc8fe52c7b4db26bb3635b48fe62).

After fixing the problem, you can re-issue a merge command. Please refrain from merging manually as it will most probably make the target branch red. [SEP] /ocabot merge patch [SEP] Hey, thanks for contributing! Proceeding to merge this for you.
Prepared branch [18.0-ocabot-merge-pr-4671-by-pedrobaeza-bump-patch](https://github.com/OCA/l10n-spain/commits/18.0-ocabot-merge-pr-4671-by-pedrobaeza-bump-patch), awaiting test results. [SEP] Congratulations, your PR was merged at 334c6d4c58baafa36e72af2bf861a36338e321df. Thanks a lot for contributing to OCA. ❤️"
Pull Request,4670,[18.0][MIG] l10n_es_facturae_sale_stock: Migration to 18.0,Module migrated to version 18.0,"@bjkumal @eantones please review it
 [SEP] This PR has the `approved` label and has been created more than 5 days ago. It should therefore be ready to merge by a maintainer (or a PSC member if the concerned addon has no declared maintainer). 🤖 [SEP] On my way to merge this fine PR!
Prepared branch [18.0-ocabot-merge-pr-4670-by-etobella-bump-nobump](https://github.com/OCA/l10n-spain/commits/18.0-ocabot-merge-pr-4670-by-etobella-bump-nobump), awaiting test results. [SEP] /ocabot migration l10n_es_facturae_sale_stock [SEP] Congratulations, your PR was merged at 9734cce395dbe79ab0b8ce4dc42955c1ee0320a3. Thanks a lot for contributing to OCA. ❤️"
